Title;Issn;SJR;QUARTIL;H index
African and Asian Studies;15692108, 15692094;0.147;Q2;21
African Renaissance;25165305, 17442532;0.147;Q3;8
Afrika Focus;2031356X;0.147;Q2;4
Akusherstvo i Ginekologiya (Russian Federation);24125679, 03009092;0.147;Q4;13
Archivos Latinoamericanos de Nutricion;00040622;0.147;Q4;37
Asian Cinema;1059440X, 20496710;0.147;Q2;3
Asia-Pacific Journal of Science and Technology;25396293;0.147;Q4;11
Australian Slavonic and East European Studies;08188149;0.147;Q2;3
Berkeley Planning Journal;10475192;0.147;Q4;18
Bulletin Hispanique;00074640;0.147;Q1;7
Case Reports in Veterinary Medicine;20907001, 2090701X;0.147;Q4;9
Cave and Karst Science;1356191X;0.147;Q4;19
China Quarterly of International Strategic Studies;23777400, 23777419;0.147;Q3;13
Chinese Journal of Orthopaedics;02532352;0.147;Q4;7
Comunicacao Midia e Consumo;19837070, 18064981;0.147;Q4;4
Connections;18121098, 18122973;0.147;Q3;5
Cosmopolitan Civil Societies;18375391;0.147;Q2;9
Dalian Haishi Daxue Xuebao/Journal of Dalian Maritime University;10067736;0.147;Q4;13
Drug and Therapeutics Bulletin;00126543, 17555248;0.147;Q4;17
Ekonomicky Casopis;00133035;0.147;Q4;21
Fusion: Practice and Applications;27700070, 26924048;0.147;Q4;8
Geography Teacher;17526884, 19338341;0.147;Q4;9
Geriatrie et Psychologie Neuropsychiatrie du Vieillissement;21158789, 21157863;0.147;Q4;21
History Australia;18334881, 14490854;0.147;Q2;16
International Journal of Accounting, Auditing and Performance Evaluation;17408008, 17408016;0.147;Q4;18
International Journal of Drug Delivery Technology;09754415;0.147;Q3;14
International Journal of Emergency Management;17415071, 14714825;0.147;Q4;27
International Journal of Learning Technology;17418119, 14778386;0.147;Q4;13
International Journal of Nutrition, Pharmacology, Neurological Diseases;22310738, 22312722;0.147;Q4;11
IPPR Progressive Review;25732331;0.147;Q3;9
JCRS Online Case Reports;22141677;0.147;Q4;7
Journal of Entomological Society of Iran;02599996, 27833968;0.147;Q4;2
Journal of Health and Safety at Work;23832088, 2251807X;0.147;Q4;5
Journal of International and Comparative Law;23133775;0.147;Q3;4
Journal of Southern History;00224642;0.147;Q2;19
Journal of the Professional Association for Cactus Development;1938663X;0.147;Q4;22
Lecture Notes in Electrical Engineering;18761119, 18761100;0.147;Q4;45
Maritime Affairs;19466609;0.147;Q4;8
Microbes and Infectious Diseases;26824140, 26824132;0.147;Q4;5
Molecular Genetics, Microbiology and Virology;08914168, 1934841X;0.147;Q4;13
Nervenheilkunde;07221541, 25675788;0.147;Q3;18
New Physics: Sae Mulli;22890041, 03744914;0.147;Q4;10
Nordic Journal of Childlit Aesthetics;20007493;0.147;Q2;3
Oftalmologiya;18165095, 25000845;0.147;Q4;8
Pediatria Medica e Chirurgica;03915387, 24207748;0.147;Q4;19
Recherches de Science Religieuse;00341258;0.147;Q2;5
Research Journal of Biotechnology;22784535, 09736263;0.147;Q4;22
Revista de la Facultad de Agronomia;24779407, 03787818;0.147;Q4;9
Summa Phytopathologica;01005405, 19805454;0.147;Q4;20
Synthesis Lectures on Power Electronics;19319525, 19319533;0.147;Q4;9
Teanga;25656325, 0332205X;0.147;Q3;4
Veterinarija ir Zootechnika;13922130;0.147;Q4;13
Zbornik Pravnog Fakulteta u Zagrebu;03502058, 18491154;0.147;Q3;6
Zdravotnicke Listy;26444909, 13393022;0.147;Q4;5
Zeitschrift fur Katalanistik;09322221, 16147650;0.147;Q2;5
Acta Turistica;18486061, 03534316;0.146;Q4;4
Advances in Neuroimmune Biology;1878948X, 18789498;0.146;Q4;10
Agri Gene;23522151;0.146;Q4;13
Aguas Subterraneas;21799784, 01017004;0.146;Q4;5
America Latina en la Historia Economica;20073496, 14052253;0.146;Q2;9
Asian Development Policy Review;23138343, 25182544;0.146;Q4;5
Asian Dyer;09729488;0.146;Q4;7
ASp;12468185, 21086354;0.146;Q3;4
Baltistica;01326503, 23450045;0.146;Q3;2
Cahiers des Ameriques Latines;11417161;0.146;Q2;6
Cambridge Classical Journal;17502705, 2047993X;0.146;Q1;12
Codrul Cosminului;1224032X, 20675860;0.146;Q2;4
Current Materials Science;26661462, 26661454;0.146;Q4;17
Dental update;03055000;0.146;Q4;37
Douleur et Analgesie;19516398, 1011288X;0.146;Q4;10
EAI/Springer Innovations in Communication and Computing;25228595, 25228609;0.146;Q4;26
Echa Przeszlosci;2450078X, 15099873;0.146;Q2;3
European Journal of Business Science and Technology;26947161, 23366494;0.146;Q4;4
Farmatsiya i Farmakologiya;23079266, 24132241;0.146;Q2;7
Frontiers of Health Services Management;24752797, 07488157;0.146;Q4;24
Hearing Journal;23336218, 07457472;0.146;Q4;22
Idealistic Studies;00468541;0.146;Q3;7
Indian Journal of Medical Research, Supplement;03679012;0.146;Q4;24
International Journal of Information and Communication Technology;14666642, 17418070;0.146;Q4;13
International Journal of Web Portals;19380208, 19380194;0.146;Q4;10
International Quarterly for Asian Studies;2566686X, 25666878;0.146;Q2;4
Islam Tetkikleri Dergisi;27176967;0.146;Q2;2
Journal of Ceramics;2095784X;0.146;Q4;6
Journal of Current Science and Technology;26300656, 26300583;0.146;Q4;4
Journal of Curriculum and Teaching;19272685, 19272677;0.146;Q4;6
Journal of Food Science and Technology (Iran);20088787;0.146;Q4;6
Journal of Insect Biotechnology and Sericology;13468073;0.146;Q4;22
Journal of Mazandaran University of Medical Sciences;17359260, 17359279;0.146;Q4;26
Journal of Rehabilitation Sciences and Research;23456159;0.146;Q4;5
Journal of School Administration Research and Development;24708496, 2470850X;0.146;Q4;5
Journal of Silk;10017003;0.146;Q2;7
Journal of Urban and Environmental Engineering;19823932;0.146;Q3;18
KronoScope;1567715X, 15685241;0.146;Q3;10
Lawyer Quarterly;18058396, 1805840X;0.146;Q3;6
Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);16175468;0.146;-;34
Metallurgia Italiana;00260843;0.146;Q4;19
Methods of Functional Analysis and Topology;24157503, 10293531;0.146;Q4;5
Momento;01214470, 25008013;0.146;Q3;4
Nakhara: Journal of Environmental Design and Planning;26512416, 26729016;0.146;Q2;3
Neurologia Argentina;18530028, 18531490;0.146;Q4;7
Nordisk Judaistik;23434929, 03481646;0.146;Q2;5
Papers of the Bibliographical Society of America;23776528, 0006128X;0.146;Q2;7
Parallax;13534645, 1460700X;0.146;Q2;31
Prawo i Wiez;27193594, 2299405X;0.146;Q3;2
Proceedings of the Latvian Academy of Sciences, Section B: Natural, Exact, and Applied Sciences;2255890X, 1407009X;0.146;Q4;16
Przestrzen Spoleczna;20841558, 20847696;0.146;Q2;6
Psychiatria;17329841;0.146;Q4;9
Psychologist-Manager Journal;15503461, 10887156;0.146;Q4;18
Renaissance Quarterly;19350236, 00344338;0.146;Q2;23
Review of Politics;00346705;0.146;Q3;25
Revista Brasileira de Marketing;21775184;0.146;Q4;8
Revista Brasileira de Oftalmologia;19828551, 00347280;0.146;Q4;14
Revista Mexicana de Analisis de la Conducta;20070802, 01854534;0.146;Q4;12
Revue d'Histoire des Textes;03736075;0.146;Q2;7
Scientia Agriculturae Bohemica;18059430, 12113174;0.146;Q4;17
Shinrigaku Kenkyu;00215236;0.146;Q4;21
Sociologia del Lavoro;03925048;0.146;Q4;7
Southern African Journal of Social Work and Social Development;27089355, 25200097;0.146;Q4;7
Space Science and Technology;25181459, 15618889;0.146;Q4;6
Studies About Languages;16482824, 20297203;0.146;Q3;5
Telecommunications and Radio Engineering (English translation of Elektrosvyaz and Radiotekhnika);00402508, 19436009;0.146;Q4;23
Tulsa Studies in Womens Literature;19361645, 07327730;0.146;Q2;12
Turkish Journal of Immunology;1301109X;0.146;Q4;6
Vestnik Drevnei Istorii;03210391;0.146;Q1;5
Video-Assisted Thoracic Surgery;25190792;0.146;Q4;3
AAA - Arbeiten aus Anglistik und Amerikanistik;01715410;0.145;Q2;9
Acta Medica Philippina;20949278, 00016071;0.145;Q4;9
Acta Scientiarum Polonorum, Formatio Circumiectus;16440765;0.145;Q4;2
Agricultural History Review;00021490;0.145;Q3;22
Ankara Medical Journal;13032283, 21484570;0.145;Q3;6
Arabic Sciences and Philosophy;09574239, 14740524;0.145;Q2;21
Arethusa;00040975;0.145;Q2;24
Arterial Hypertension (Russian Federation);1607419X, 24118524;0.145;Q4;9
Asian Affairs;00927678, 19401590;0.145;Q3;14
Asian International Studies Review;12268240;0.145;Q2;5
Childhood Education;00094056, 21620725;0.145;Q4;29
China Surfactant Detergent and Cosmetics;10011803;0.145;Q4;5
Cuadernos de Derecho Transnacional;19894570;0.145;Q3;5
English Language Notes;00138282;0.145;Q2;13
Extracta Mathematicae;26055686;0.145;Q4;4
Fieldwork in Religion;17430615, 17430623;0.145;Q2;5
Food and Drug Law Journal;1064590X;0.145;Q3;23
Giornale Italiano di Medicina del Lavoro ed Ergonomia;15927830;0.145;Q4;25
Iberoromania;00190993, 18659039;0.145;Q2;6
International Journal of African Renaissance Studies;17537274, 18186874;0.145;Q2;7
International Journal of Geospatial and Environmental Research;23322047;0.145;Q4;4
International Journal of Intelligence, Security, and Public Affairs;23800992, 2380100X;0.145;Q3;7
International Journal of Manufacturing Technology and Management;13682148, 17415195;0.145;Q4;24
International Journal of Vehicle Noise and Vibration;14791471, 1479148X;0.145;Q4;21
Japanese Journal of Applied Entomology and Zoology;00214914, 13476068;0.145;Q4;22
Journal of Advances in Information Fusion;15576418;0.145;Q4;16
Journal of Applied Hematology;24546976, 16585127;0.145;Q4;4
Journal of Applied Research on Children;21555834;0.145;Q4;14
Journal of Babol University of Medical Sciences;15614107;0.145;Q4;18
Journal of Celtic Linguistics;09621377;0.145;Q3;5
Journal of Child Science;24745871;0.145;Q4;10
Journal of Early Christian History;24714054, 2222582X;0.145;Q2;6
Journal of Ecohumanism;27526801, 27526798;0.145;Q2;2
Journal of Functional Polymers;10089357;0.145;Q4;7
Journal of Jesuit Studies;22141324, 22141332;0.145;Q2;9
Journal of Modern Literature;15291464, 0022281X;0.145;Q2;10
Journal of Social, Political, and Economic Studies;0278839X;0.145;Q3;11
Journal of the Society of Leather Technologies and Chemists;01440322;0.145;Q4;28
Journal of the Textile Association;03684636;0.145;Q4;12
Journal of Wind Engineering;1349340X, 13493507;0.145;Q4;6
Koloproktologia;20737556, 26867303;0.145;Q4;7
Korean Journal of Sport Science;22337938, 15982920;0.145;Q4;4
Manchester Journal of International Economic Law;17423945;0.145;Q3;6
Manuscript Studies;23801190, 23815329;0.145;Q2;5
Mechanics and Mechanical Engineering;14281511;0.145;Q4;17
Memorias;17948886;0.145;Q2;4
Meta: Avaliacao;21752753;0.145;Q4;7
Mongolian Journal of Chemistry;24140082, 22266739;0.145;Q4;6
Notarzt;14388693, 01772309;0.145;Q4;11
Open Hypertension Journal;18765262;0.145;Q4;6
Opera Historica;1805790X, 2694720X;0.145;Q2;1
Orientation Scolaire et Professionnelle;02496739, 21043795;0.145;Q4;7
Proceedings of the Royal Society of Victoria;00359211;0.145;Q4;22
Psicologia: Teoria e Pesquisa;01023772;0.145;Q4;26
Revista Brasileira de Saude e Producao Animal;15199940;0.145;Q4;16
Revista em Agronegocio e Meio Ambiente;21769168, 19819951;0.145;Q4;9
Revista Gerencia y Politicas de Salud;16577027;0.145;Q4;10
Revista Juridica;2316753X;0.145;Q3;3
Revista Mexicana de Ciencias Agricolas;20070934, 20079230;0.145;Q4;2
Revue Economique;00352764, 19506694;0.145;Q4;23
Romanica Olomucensia;18034136, 25710966;0.145;Q2;3
Scientific Mining Journal;25647024;0.145;Q4;8
Scripta Mediaevalia;18518753, 23624868;0.145;Q3;1
Socijalna Ekologija;13300113;0.145;Q4;11
South African Journal for Research in Sport, Physical Education and Recreation;29602386, 03799069;0.145;Q4;19
Spectroscopic Properties of Inorganic and Organometallic Compounds;14651939, 05848555;0.145;Q4;12
Studi Storici;00393037;0.145;Q2;10
Studia Historica: Historia Contemporanea;24447080;0.145;Q2;4
Studia z Filologii Polskiej i Slowianskiej;23922435, 00817090;0.145;Q3;3
Suchttherapie;1439989X, 14399903;0.145;Q4;12
Thai Journal of Pharmaceutical Sciences;01254685, 19054637;0.145;Q4;14
Universal Journal of Public Health;23318945, 23318880;0.145;Q4;4
US Geological Survey Open-File Report;01961497, 23311258;0.145;Q4;2
USDA Forest Service - Research Note PNW-RN;08877262;0.145;Q4;6
Vibrant Virtual Brazilian Anthropology;18094341;0.145;Q2;5
WIT Transactions on the Built Environment;17433509;0.145;Q3;29
Zuchtungskunde;00445401;0.145;Q4;16
Acta Facultatis Medicae Naissensis;03516083, 22172521;0.144;Q4;13
Agrarforschung Schweiz;16637909, 16637852;0.144;Q4;10
AISTech - Iron and Steel Technology Conference Proceedings;15516997;0.144;-;16
American Communication Journal;15325865;0.144;Q4;15
Annales - Universitatis Mariae Curie-Sklodowska, Sectio B;01371983;0.144;Q4;9
ARYS. Antiguedad, Religiones y Sociedades;1575166X, 21736847;0.144;Q2;3
Bulgarian Journal of Psychiatry;2367881X, 23678828;0.144;Q4;2
Bulletin de la Dialyse a Domicile;26079917;0.144;Q3;4
Bulletin de l'Academie Nationale de Medecine;00014079;0.144;Q4;26
Cailiao Kexue yu Gongyi/Material Science and Technology;10050299;0.144;Q4;15
Chinese Journal of Evidence-Based Medicine;16722531;0.144;Q4;18
Chinese Journal of General Practitioners;16717368;0.144;Q3;9
Chinese Journal of Modern Applied Pharmacy;10077693;0.144;Q4;8
Chinese Pharmaceutical Journal;10012494;0.144;Q4;22
Ciencia del Suelo;03263169;0.144;Q4;20
Conference Digest - IEEE International Semiconductor Laser Conference;08999406;0.144;-;15
Contratexto;10259945, 19934904;0.144;Q3;3
Critica-Revista Hispanoamericana de Filosofia;18704905, 00111503;0.144;Q3;8
Croatica Chemica Acta;1334417X, 00111643;0.144;Q4;54
Current Topics in Pharmacology;09724559;0.144;Q4;8
Dance Research Journal;01497677, 1940509X;0.144;Q2;24
European Journal of Biology;26022575, 26186144;0.144;Q4;4
Fashion, Style and Popular Culture;20500734, 20500726;0.144;Q2;6
Federal Law Review;14446928, 0067205X;0.144;Q3;5
Fiziolohichnyi zhurnal (Kiev, Ukraine : 1994);25229036, 25229028;0.144;Q4;15
Fushe Yanjiu yu Fushe Gongyi Xuebao/Journal of Radiation Research and Radiation Processing;10003436;0.144;Q4;7
Fuss und Sprunggelenk;16199987, 16199995;0.144;Q4;11
Gulhane Medical Journal;13020471;0.144;Q4;14
Hermeneus;11397489;0.144;Q3;8
Hispania Nova;11387319;0.144;Q2;5
International Journal of Medical Biochemistry;25872362, 2618642X;0.144;Q4;4
International Journal of Nanotechnology;14757435;0.144;Q4;38
Journal de la Societe des Oceanistes;17607256, 0300953X;0.144;Q2;10
Journal for the Study of Radicalism;19301197, 19301189;0.144;Q2;12
Journal of Chinese Linguistics;00913723;0.144;Q3;17
Journal of Information Systems Security;15510123, 15510808;0.144;Q4;2
Journal of Nietzsche Studies;09688005, 15384594;0.144;Q3;10
Journal of Orofacial Sciences;09758844, 23204737;0.144;Q4;8
Journal of Skyscape Archaeology;20553498, 2055348X;0.144;Q3;3
Journal of the Korean Society for Precision Engineering;12259071, 22878769;0.144;Q4;9
Journal of the Yamashina Institute for Ornithology;18820999, 13485032;0.144;Q4;7
Klimik Dergisi;13091484, 1301143X;0.144;Q4;10
Lengua y Migracion;18895425;0.144;Q3;6
Library;17448581, 00242160;0.144;Q3;15
Magic, Ritual, and Witchcraft;19405111, 15568547;0.144;Q2;4
Malaysian Journal of Chemistry;15112292, 25501658;0.144;Q4;6
Meditsinskiy Sovet;2079701X, 26585790;0.144;Q4;8
Mikrobiolohichnyi Zhurnal;10280987, 26169258;0.144;Q4;12
Neonatology;23082402, 26587424;0.144;Q3;5
New Mexico Geology;0196948X;0.144;Q4;13
Pasado y Memoria;15793311, 23864745;0.144;Q2;4
Problems of Cryobiology and Cryomedicine;23076143;0.144;Q4;7
Problems of Forensic Sciences;12307483;0.144;Q4;15
Psicologia USP;01036564, 16785177;0.144;Q4;13
Rengong Jingti Xuebao/Journal of Synthetic Crystals;1000985X;0.144;Q4;17
Revista de Direito Sanitario;15164179, 23169044;0.144;Q3;4
Socialni Studia;1214813X, 18036104;0.144;Q4;9
Specijalna Edukacija i Rehabilitacija;14527367, 24061328;0.144;Q4;3
Studia Historica, Historia Antigua;02132052, 25304100;0.144;Q2;4
System Research and Information Technologies;16816048, 23088893;0.144;Q4;4
Vegueta;1133598X, 23411112;0.144;Q2;4
Waste Forum;18040195;0.144;Q4;5
WSEAS Transactions on Computer Research;19918755;0.144;Q4;9
Zeitschrift fur Phytotherapie : offizielles Organ der Ges. f. Phytotherapie e.V;0722348X;0.144;Q4;13
Acta Agronomica;23230118, 01202812;0.143;Q4;14
Acta Mathematica Sinica, Chinese Series;05831431;0.143;Q4;12
Adiktologie;12133841;0.143;Q4;8
African Journal of International and Comparative Law;09548890, 17551609;0.143;Q3;11
Annals of Child Neurology;2635909X, 26359103;0.143;Q4;4
Asian Review of Financial Research;27136531, 12290351;0.143;Q4;3
Austrian History Yearbook;15585255, 00672378;0.143;Q2;11
Bohemistyka;16429893;0.143;Q3;3
Bulletin of Russian State Medical University;25421204, 25001094;0.143;Q4;7
Calidoscopio;21776202, 16798740;0.143;Q3;7
Canadian Acoustics - Acoustique Canadienne;07116659;0.143;Q4;22
CFI, Ceramic Forum International/Berichte der DKG (Deutsche Keramische Gesellschaft);01739913;0.143;Q4;18
Classical Philology;0009837X, 1546072X;0.143;Q2;32
Cold War History;14682745;0.143;Q2;24
College Mathematics Journal;07468342, 19311346;0.143;Q4;8
Cultural and Social History;14780038, 14780046;0.143;Q2;19
Current Psychiatry Research and Reviews;26660822, 26660830;0.143;Q4;31
Cyprus Review;10152881;0.143;Q3;18
De Musica Disserenda;18543405;0.143;Q3;3
Emakeele Seltsi Aastaraamat;02063735;0.143;Q3;6
Enrahonar;0211402X, 2014881X;0.143;Q3;4
Filosofia Theoretica;22768386, 24085987;0.143;Q2;13
Global Business and Economics Review;10974954, 17451329;0.143;Q4;18
Hacettepe University Journal of the Faculty of Pharmacy;13000608, 24588806;0.143;Q4;9
Haseki Tip Bulteni;21472688, 13020072;0.143;Q4;6
Humanities, Arts and Social Sciences Studies;26300079;0.143;Q3;3
International Journal of Design Management and Professional Practice;23251638, 2325162X;0.143;Q2;4
International Journal of Educational Organization and Leadership;23291656, 23291591;0.143;Q4;6
International Journal of Environmental, Cultural, Economic and Social Sustainability;18322077;0.143;Q4;7
International Journal of Microwave and Optical Technology;15530396;0.143;Q4;17
International Journal of Religion and Spirituality in Society;21548633, 21548641;0.143;Q2;4
International Journal of RF Technologies: Research and Applications;17545749, 17545730;0.143;Q4;18
International Studies in Catholic Education;19422539, 19422547;0.143;Q2;12
Interpreters Newsletter;15914127;0.143;Q3;12
Izvestiya of Saratov University. Physics;2542193X, 18173020;0.143;Q4;7
Journal of Arabian Studies;21534780;0.143;Q3;15
Journal of Clinical Pediatric Surgery;16716353;0.143;Q4;5
Journal of Family Practice;15337294, 00943509;0.143;Q3;101
Journal of Japan Industrial Management Association;13422618, 21879079;0.143;Q4;10
